user,updated_at,created_at,closed_at,issue_title,issue_number
mcollina,2020-04-01T21:20:50Z,2019-08-20T14:35:57Z,,http: emit ERR_STREAM_DESTROYED if the socket is destroyed,29227
bnoordhuis,2019-12-17T17:07:35Z,2019-08-20T12:48:51Z,,tools: check-imports.py false negatives,29226
mvcbox,2019-10-14T11:22:20Z,2019-08-17T20:46:04Z,,Performance issue with Array.prototype.shift() in v12.x.x,29187
panva,2020-01-25T14:26:20Z,2019-08-17T11:50:50Z,,crypto: expose tls's x509 Certificate Object,29181
metaa,2019-08-16T15:32:34Z,2019-08-16T12:49:58Z,,Save REPL history before evaluating input,29162
bnoordhuis,2019-08-17T04:23:42Z,2019-08-16T10:43:12Z,,tools: test.py -p tap reported test count off-by-two ,29160
coreyfarrell,2019-08-14T09:46:28Z,2019-08-13T15:06:09Z,,Straight-forward way to reimplement `fs.promises.open`,29109
NickNaso,2020-04-01T21:20:52Z,2019-08-12T10:32:13Z,,n-api: set the 'length' property of functions,29093
cefn,2019-08-19T21:12:41Z,2019-08-10T18:20:07Z,,Step Into for Generator Function triggers Continue,29079
joaocgreis,2019-08-10T08:56:15Z,2019-08-09T12:32:31Z,,Issues with net.Server when using a pipe,29069
ronag,2020-02-12T16:55:20Z,2019-08-09T12:24:09Z,,net & fs close after destroy,29067
ronag,2019-08-09T11:09:40Z,2019-08-09T07:05:56Z,,destroySoon?,29062
ORESoftware,2020-03-21T08:35:47Z,2019-08-08T17:55:07Z,,Domains on rejected promises in unhandledRejection handler,29051
mgartner,2019-10-16T09:18:49Z,2019-08-07T22:55:36Z,,"Non-heap memory leak in node:10.15.3-alpine, node:10.16.0-alpine",29038
ronag,2019-08-11T12:50:56Z,2019-08-06T10:31:22Z,,http: ClientRequest streamlike,29002
niieani,2019-08-09T23:19:25Z,2019-08-06T10:27:03Z,,Cancerous memory consumption under specific circumstances,29001
Jamesernator,2019-08-06T11:33:12Z,2019-08-06T09:41:17Z,,[Suggestion] Add option to allow setting process name based on --inspect-brk=0 random port,28998
ronag,2019-08-06T09:38:12Z,2019-08-06T09:21:58Z,,stream: async stream iterator doesn't throw premature close?,28994
anthony-tuininga,2019-10-25T07:10:51Z,2019-08-06T01:39:21Z,,N-API: memory leak with call to napi_create_function,28988
szmarczak,2020-02-12T22:53:00Z,2019-08-05T17:31:46Z,,Reusing TLS sessions causes to `socket.servername` being false,28985
MKRhere,2019-08-06T11:30:36Z,2019-08-05T10:51:58Z,,EADDRINUSE swallowed silently in WSL,28972
ronag,2019-08-05T13:29:06Z,2019-08-05T10:12:58Z,,http: OutgoingMessage instanceof Writable,28971
ronag,2020-03-10T19:31:40Z,2019-08-05T09:56:47Z,,http: OutgoingMessage streamlike,28969
szmarczak,2019-08-31T10:30:14Z,2019-08-05T09:32:55Z,,Add an `error` argument for HTTP2 session close event,28966
mucsi96,2019-08-11T16:42:22Z,2019-08-02T20:36:58Z,,require is 3.54x times slower on Windows compared to Linux on same machine,28946
ChALkeR,2020-04-01T21:20:53Z,2019-08-02T14:17:47Z,,process: add .stillSynchronous,28941
frankpf,2019-08-02T14:57:13Z,2019-08-01T23:48:46Z,,Support TLS 1.3 0-RTT,28931
StephenLynx,2019-08-07T21:16:55Z,2019-08-01T22:33:18Z,,HTTP2 compatibility layer tries to write the header multiple times.,28930
boneskull,2019-08-22T23:14:41Z,2019-07-26T20:07:46Z,,proposal: new release blog,28868
KevinEady,2019-12-30T15:14:19Z,2019-07-24T16:44:38Z,,Cannot build static dll on windows v12.7.0,28845
davidflanagan,2020-02-19T00:07:34Z,2019-07-23T17:39:55Z,,Contexts created with vm.createContext() do not define the URL() constructor,28823
Trott,2020-01-09T17:03:14Z,2019-07-22T13:15:55Z,,Investigate flaky test-stdout-close-catch on FreeBSD in CI,28803
trivikr,2019-12-10T18:29:06Z,2019-07-21T15:21:36Z,,Use stale bot for commenting on stale issues/PRs in Node.js core repo,28798
gengjiawen,2019-07-22T14:03:23Z,2019-07-21T08:48:18Z,,Improve ERR_INVALID_CHAR error info,28797
laino,2019-07-27T05:18:32Z,2019-07-20T19:43:54Z,,Memory leak with debugger running.,28787
mmarchini,2019-07-21T21:17:53Z,2019-07-20T00:30:45Z,,Inspector Protocol event `Runtime.exceptionThrown` is never fired,28775
baekrxnn,2020-04-01T21:20:53Z,2019-07-19T17:53:08Z,,timers: add getActiveTimers that returns all active timers,28769
Xotic750,2019-08-09T10:43:27Z,2019-07-19T15:05:26Z,,util.isDeepStrictEqual regex comparison,28766
A-312,2019-07-26T16:18:31Z,2019-07-17T09:58:09Z,,Improve module.createRequire documentation,28730
Fishrock123,2019-07-22T18:09:00Z,2019-07-17T01:13:19Z,,bad Buffer conversion behaviour due to Uint8Array inheritance,28725
crystalin,2020-01-12T12:32:33Z,2019-07-16T00:48:35Z,,Segfault at a0 in Node v12.6.0,28712
ronag,2020-03-15T00:24:23Z,2019-07-15T23:02:29Z,,emit after 'error',28710
ronag,2019-07-28T05:52:30Z,2019-07-14T20:01:57Z,,http: ClientRequest.destroy does not take agent into account,28686
ronag,2019-07-28T05:52:55Z,2019-07-14T19:40:08Z,,http: ClientRequest might never emit close if has agent and is aborted,28684
ianstormtaylor,2019-07-14T19:47:02Z,2019-07-13T21:49:45Z,,attach `req` as `res.req`,28673
pavelfeldman,2019-07-14T19:42:21Z,2019-07-13T05:25:29Z,,"inspector.open(0, undefined, /* wait */true) won't allow communicating inspector.url()",28663
nfantone,2019-07-14T19:17:00Z,2019-07-12T16:35:24Z,,fs.access throws permission error while checking W_OK on writable dir,28656
silverwind,2019-12-26T16:11:14Z,2019-07-11T06:59:32Z,,perf_hooks: expose `performance` global,28635
murgatroid99,2019-12-14T00:57:00Z,2019-07-11T01:26:05Z,,There appears to be a bug with the http2 header decoding,28632
isiahmeadows,2019-07-27T00:56:49Z,2019-07-10T02:32:29Z,,Support file descriptors as `fs.copyFile`/etc. sources and destinations,28618
srcmake,2020-01-31T16:00:39Z,2019-07-09T01:53:21Z,,[C++ Lint Rule] #define indentation is Inconsistent,28605
vsemozhetbyt,2019-09-23T21:10:00Z,2019-07-07T18:09:08Z,,doc: undocumented properties are mentioned in the stream doc,28592
cakoose,2020-03-15T02:39:52Z,2019-07-06T00:09:02Z,,Object property delete/set in loop got very slow in Node 12 (quadratic?),28571
amcheshire,2019-07-08T13:46:38Z,2019-07-05T17:49:19Z,,Missing lines when using readline Interface as AsyncIterable,28565
chaffeqa,2019-08-09T22:37:36Z,2019-07-05T13:10:40Z,,Node >= 12.5 OSX memory spike,28558
rvagg,2019-07-06T05:58:03Z,2019-07-05T00:54:41Z,,Fully decorated fs.promises for complete fs replacement?,28545
crisefd,2020-03-20T10:07:11Z,2019-07-04T15:34:48Z,,npm commands always throwing Segmentation Fault,28536
bnoordhuis,2019-07-22T19:35:18Z,2019-07-03T19:53:51Z,,crypto: DH prime for bits <= 15 is always 35963,28527
Himself65,2020-04-01T21:20:54Z,2019-07-03T09:02:48Z,, fs: add WriteStream.prototype.flush,28519
sam-github,2019-07-22T19:11:37Z,2019-07-02T21:41:19Z,,Investigate flaky tests on AIX,28517
bnoordhuis,2019-07-07T12:21:32Z,2019-07-02T18:14:35Z,,fs: add WriteStream.prototype.fsync,28513
TrevorSundberg,2019-07-11T06:26:36Z,2019-07-01T23:10:52Z,,SIGTERM handler does not run if there are no tasks running and exit code is always 0,28502
davidmarkclements,2020-04-01T21:20:55Z,2019-07-01T21:06:05Z,,stream: add Transform.by utility function,28501
ulitink,2019-07-01T22:32:57Z,2019-07-01T13:11:46Z,,Restart frame is broken,28493
viktor-ku,2020-04-01T21:20:55Z,2019-06-30T15:44:28Z,,Implement URL.from,28482
gabrielschulhof,2020-04-01T21:20:56Z,2019-06-28T07:14:10Z,,n-api: add napi_get_module(),28464
Lonniebiz,2019-09-11T05:28:29Z,2019-06-27T18:39:34Z,,Time Zone Bug ('Antarctica/DumontDUrville'),28455
joyeecheung,2020-04-01T21:20:56Z,2019-06-27T16:21:46Z,,src: print to TTY stderr using uv_try_write,28451
gengjiawen,2020-04-01T21:20:56Z,2019-06-27T13:30:31Z,,inspector: change api to promise-like,28447
mayinghan,2019-07-10T05:59:51Z,2019-06-27T03:56:19Z,,NewSpace: Rebalance Allocation Failed,28442
ChALkeR,2020-04-01T21:20:57Z,2019-06-26T20:41:12Z,,buffer: add Buffer.harden() method,28439
abbshr,2019-07-28T06:20:09Z,2019-06-26T17:08:06Z,,http server respond with inappropriate default headers for `HEAD` method,28438
Himself65,2020-04-01T21:20:57Z,2019-06-25T17:54:40Z,,src: add errorProperties on process.report,28426
elliot-nelson,2020-04-01T21:20:57Z,2019-06-25T15:30:27Z,,test: add test for pipeline on http response stream,28424
mmarchini,2019-06-28T14:02:07Z,2019-06-25T00:37:59Z,,Diagnostics report: inspect the error object ,28415
mmarchini,2020-03-26T15:25:13Z,2019-06-24T23:20:49Z,,Report not generated if `--abort-on-uncaught-exception` is also given,28414
Trott,2019-08-17T18:03:42Z,2019-06-24T15:28:17Z,,crypto.getDiffieHellman() much slower after OpenSSL 1.1.1c update,28404
micromaomao,2020-04-11T11:25:02Z,2019-06-22T03:33:54Z,,doc: clearify that http does chunked encoding itself.,28379
luucamay,2020-04-01T21:20:58Z,2019-06-21T22:54:41Z,,doc: added an example for crypto class decipher,28375
sergiovillagran,2020-04-01T21:20:59Z,2019-06-21T22:48:15Z,,doc: add example for cipher.update(),28373
JesuHrz,2020-04-01T21:20:59Z,2019-06-21T22:20:06Z,,Add documention to Cluster,28366
mastersanto,2020-04-01T21:20:59Z,2019-06-21T22:18:55Z,,doc: cipher.setAADA code example,28364
johinsDev,2020-04-01T21:21:00Z,2019-06-21T21:55:13Z,,doc: add examples to fs truncate and fs truncateSync,28352
kball,2019-07-28T13:18:14Z,2019-06-21T19:46:26Z,,Intermittent timeouts in test-tls-min-max-version.js ,28337
andrey-furman,2019-06-25T06:33:23Z,2019-06-21T09:41:44Z,,es6 modules --experimental-modules,28334
out4b,2019-06-21T11:11:31Z,2019-06-21T08:41:35Z,,Worker Thread: how to get per-worker cpu & memory util rate?,28332
drash-course,2019-06-28T15:28:47Z,2019-06-19T10:57:07Z,,The 'OCSPRequest' callback does not send the OCSP response with TLS 1.3,28288
ronag,2020-01-09T09:55:55Z,2019-06-17T15:01:52Z,,http2: sessionError vs aborted,28267
emilbayes,2020-02-20T00:14:49Z,2019-06-16T11:03:59Z,,Make it possible to give externals names/util.inspect.custom,28250
trashhalo,2019-07-15T01:45:31Z,2019-06-16T02:14:06Z,,connections destroyed under load,28247
gabrielschulhof,2020-04-01T21:21:00Z,2019-06-14T23:52:23Z,,n-api: support type-tagging objects,28237
zen0wu,2019-07-13T12:43:58Z,2019-06-14T23:20:18Z,,"IncomingMessage and OutgoingMessage's destroy ignores the second argument callback, swallowing the error",28236
TimothyGu,2019-09-05T11:08:21Z,2019-06-13T00:55:58Z,,N-API should allow setting the 'length' property of functions,28196
devsnek,2019-06-13T15:58:33Z,2019-06-12T18:29:35Z,,TextDecoder can't use `latin1` without full-icu,28190
ronag,2020-01-16T18:57:09Z,2019-06-11T12:03:44Z,,http: response does not emit error on premature close,28172
changk99,2019-06-28T15:47:32Z,2019-06-11T09:08:13Z,,timer: timeout.refresh() cannot be reactivated the timer when call unref,28168
CoNETProject,2019-07-30T15:31:57Z,2019-06-11T08:05:47Z,,tls.connect Error: self signed certificate when connect to imap.gmail.com:933,28167
argv-minus-one,2019-06-14T20:59:31Z,2019-06-11T02:03:48Z,,N-API: Type safety for napi_get_value_external/napi_unwrap,28164
BridgeAR,2020-01-09T17:13:17Z,2019-06-10T14:18:04Z,,Windows CI failures,28152
gordonmleigh,2019-06-09T19:18:41Z,2019-06-09T15:53:12Z,,Stream async iteration breaks with derived streams,28141
zero1five,2020-04-01T21:21:00Z,2019-06-07T20:30:29Z,,test: move the corresponding IPv4 and IPv6 tests,28124
Casm82,2019-06-07T20:43:21Z,2019-06-07T09:38:05Z,,Date#toLocaleString output changed to 12h in 10.16.0,28117
bnoordhuis,2019-06-10T11:13:13Z,2019-06-06T11:22:12Z,,intl: configure default locale,28099
reisraff,2020-01-14T19:54:43Z,2019-06-04T21:14:07Z,,Memory leak version 10.16.0,28063
benjamingr,2019-06-11T16:09:57Z,2019-06-04T20:43:45Z,,Vendor official NPM modules,28062
sam-github,2019-11-22T06:25:55Z,2019-06-04T17:33:15Z,,esm modules documentation doesn't describe how to implement a module,28060
mildsunrise,2020-04-01T21:21:01Z,2019-06-03T22:42:35Z,,"http2,doc: minor fixes",28044
anurbol,2019-06-02T15:30:07Z,2019-06-02T07:53:47Z,,Incomplete stacktrace when `await new Promise(...)` is present,28013
ronag,2019-06-03T12:23:11Z,2019-06-01T19:53:22Z,,http compat: headersSent,28008
Himself65,2020-04-01T21:21:01Z,2019-06-01T19:08:18Z,,process: disallow some uses of Object.defineProperty() on process.env,28006
ronag,2019-06-02T05:26:50Z,2019-06-01T14:24:26Z,,http compat won't always call callback on end method,28001
aleks63,2020-01-11T06:53:37Z,2019-06-01T06:14:48Z,,worker_threads memory leak,27998
smbape,2019-06-01T13:19:23Z,2019-05-31T22:08:31Z,,Any breakpoint in a native js file sets multiple breakpoints in other native js files,27997
iamogbz,2019-06-01T10:30:03Z,2019-05-31T03:53:13Z,,Cannot delete property from process.env,27990
tufosa,2019-05-30T10:39:11Z,2019-05-30T10:13:04Z,,Clear sockets perform worse than TLS socket in some cases,27970
WalasPrime,2019-05-28T17:26:08Z,2019-05-28T12:17:27Z,,Illegal continue statement - wrong stack trace with async/await calls,27935
kbjr,2020-04-09T04:58:03Z,2019-05-28T01:15:41Z,,Significant map/reduce performance regression in node 12,27930
awwright,2020-01-16T09:43:43Z,2019-05-26T21:08:09Z,,Expose and write headers on 1xx intermediate status codes,27921
ronag,2019-11-26T14:03:29Z,2019-05-26T17:02:16Z,,ECONNRESET after response,27916
JSMonk,2020-04-01T21:21:02Z,2019-05-26T13:01:35Z,2020-04-10T16:08:46Z,test: add test cases for cluster profiling,27895
pinguinjkeke,2020-04-01T21:21:02Z,2019-05-26T12:38:32Z,,inspector: remove remainingCallbacks because code is synchronous,27893
ronag,2020-01-03T23:34:42Z,2019-05-26T08:54:57Z,,No content length on DELETE and OPTIONS,27880
oyyd,2020-04-01T21:21:03Z,2019-05-25T08:28:52Z,,dgram: append actual errors to ERR_SOCKET_CANNOT_SEND,27865
zero1five,2019-06-02T03:03:37Z,2019-05-25T07:45:49Z,,Feature Request: can continuous call readline.question ,27864
reasonablytall,2019-12-03T16:23:15Z,2019-05-24T23:14:36Z,,test: fixtures key/certs cause failures when openssl security level > 1,27862
gengjiawen,2019-12-27T00:38:59Z,2019-05-24T15:46:06Z,,[Feature request] Add node-report to cdp and add Visual Panel like React or Vue,27858
lddubeau,2019-05-22T20:22:36Z,2019-05-22T19:43:32Z,,12.3.0 introduces a breaking change in the way require.resolve's options.paths is validated,27827
igorSmirnovPlexi,2019-07-02T15:34:39Z,2019-05-22T17:23:24Z,,Unsupported certificate purpose error with nodejs 10,27825
srcmake,2019-05-28T02:04:59Z,2019-05-22T14:01:27Z,,[Documentation Suggestion] How To Contribute To Unit Tests,27820
gengjiawen,2019-06-26T09:32:30Z,2019-05-22T11:39:53Z,,[Internal] Track cpp deprecation with date.,27817
JQuilty,2019-05-22T15:43:34Z,2019-05-22T05:26:22Z,,Suggestion For Contributing.md,27813
JQuilty,2019-05-22T20:18:37Z,2019-05-22T03:50:19Z,,Suggestion for revision to building.md,27812
RebugSEN,2019-06-14T23:53:28Z,2019-05-21T23:50:26Z,,Node.JS installation ended prematurely [Windows 7],27806
evanlucas,2020-04-01T21:21:03Z,2019-05-21T22:55:15Z,,os: add constrainedmem(),27805
bfhuang,2019-07-26T01:23:17Z,2019-05-21T09:54:20Z,,FATAL ERROR: Ineffective mark-compacts near heap limit Allocation failed - JavaScript heap out of memory,27797
TanninOne,2019-10-29T09:25:03Z,2019-05-21T09:36:01Z,,symlink is - stateful?,27795
eparthibanmcagmailcom,2019-05-21T08:27:39Z,2019-05-21T04:06:42Z,,"When update to latest version ERROR : ""The installer has insufficient privileges to modify this file  ""C:\Program Files\nodejs\node_modules\npm\node_modules\abbrev\package.json""",27788
zero1five,2019-05-24T19:05:28Z,2019-05-21T03:46:30Z,,stream: `end` cannot throw ERR_STREAM_DESTROYED after `destroy`,27787
davNazaryan,2020-03-31T17:59:34Z,2019-05-17T12:51:53Z,,Event loop execution order changes based on code part that didn't executed,27747
zero1five,2020-04-01T21:21:03Z,2019-05-16T23:06:10Z,,assert: fix internal logic judgment,27743
dmaynard51,2020-04-01T21:21:04Z,2019-05-16T19:54:18Z,,"doc: reorganized ""Contributing to Node.js""",27740
xehpuk,2020-02-25T14:55:37Z,2019-05-15T15:16:43Z,,"FATAL ERROR: node::inspector::Agent::ToggleAsyncHook Cannot toggle Inspector's AsyncHook, please report this.",27714
bimbiltu,2019-05-15T20:33:17Z,2019-05-13T18:16:13Z,,Calling disconnect causes processes spawned by cluster module to exit too early,27679
devanshu1111,2019-05-30T08:35:49Z,2019-05-13T08:39:28Z,,Expose a way to specify TLS version by node command line,27666
bnoordhuis,2019-05-18T12:30:09Z,2019-05-13T06:38:38Z,,"build,cares,openssl,zlib: limit symbol exports",27664
mscdex,2020-04-01T21:21:04Z,2019-05-12T20:45:29Z,,path: fix win32.relative() for some Unicode paths,27662
monoblaine,2020-04-01T21:21:04Z,2019-05-10T21:47:33Z,,path: fix unicode path problems in path.relative,27644
vmarchaud,2019-05-14T18:14:14Z,2019-05-10T15:00:11Z,,inspector: abort when accessing data from a closed session,27641
ehmicky,2019-05-10T16:54:21Z,2019-05-10T09:41:11Z,,Add `timeout` and `killSignal` options to `child_process` `spawn()` and `fork()`,27639
Hakerh400,2020-01-18T21:42:39Z,2019-05-10T03:54:51Z,,Inspector segmentation fault,27637
slushnys,2020-01-23T02:57:43Z,2019-05-09T15:11:52Z,,node 12.1 and 12.2 causes cpu usage increase above 30%,27624
Trott,2019-08-14T19:26:52Z,2019-05-08T13:55:47Z,,investigate flaky test-cpu-prof,27611
BridgeAR,2020-04-08T05:09:49Z,2019-05-08T06:17:10Z,,Update terminal environment variables to detect colors,27609
hashseed,2019-05-11T22:18:33Z,2019-05-06T10:58:18Z,,second pass phantom callback leads to infinite recursion,27577
hashseed,2020-04-01T21:21:05Z,2019-05-06T06:04:45Z,,Remove --build-v8-with-gn configure option,27576
ofrobots,2020-01-16T11:18:03Z,2019-05-03T18:48:11Z,,Default http[2s] server timeout is problematic,27556
paulrutter,2020-04-10T15:21:22Z,2019-05-03T14:22:24Z,,Create heapdump on out of memory,27552
atondelier,2019-05-07T08:15:25Z,2019-05-03T09:01:56Z,,Domains async_hook based implementation leaks active domain on resources maintained by internal pools,27550
jngd,2019-05-06T02:10:00Z,2019-05-03T07:14:24Z,,console.time measuring lot of time the first time that is being executed,27549
coopa,2019-05-06T14:17:39Z,2019-05-02T15:51:20Z,,JSON.stringify on process.nodeModules can result in an OOM when using custom serializer,27536
JSMonk,2019-05-03T10:29:21Z,2019-05-02T15:33:09Z,,UTF Characters for relative path,27534
joyeecheung,2019-10-31T11:10:14Z,2019-05-02T14:08:50Z,,Better assertion message for C++ binding argument checks,27532
monperrus,2020-04-08T05:08:50Z,2019-05-01T05:51:56Z,,doc:  add missing `--trace` in man page,27510
guilt,2019-08-15T13:47:48Z,2019-04-30T20:34:39Z,,Please support loading node_modules from an archive,27501
BridgeAR,2020-04-01T21:21:05Z,2019-04-30T15:41:38Z,,assert: stricter object comparison,27495
rendall,2019-05-11T06:48:34Z,2019-04-30T09:18:31Z,,Node does not completely uninstall itself on Windows,27489
fenginsc,2020-02-12T17:08:58Z,2019-04-30T06:26:32Z,,modify the runtime stack size.,27488
dothebart,2020-04-01T21:21:06Z,2019-04-29T12:23:29Z,,"tools,build: use the python interpreter running gyp througout the whole build process",27476
pimterry,2019-04-28T09:13:26Z,2019-04-26T16:05:18Z,,Make it possible to forcibly RST a net.Socket,27428
coderaiser,2020-04-01T21:21:06Z,2019-04-25T15:04:11Z,,docs: fs: stat.isDirectory: added clarification,27413
averri,2019-05-02T03:51:05Z,2019-04-25T11:04:04Z,,Nodejs 10.15.3 on Windows 10 - cannot find npm,27409
hardfist,2019-04-29T15:39:07Z,2019-04-25T07:31:20Z,,#NAME?,27406
jasnell,2020-01-11T14:20:19Z,2019-04-25T03:51:43Z,,Discussion: private fields and util.inspect,27404
BethGriggs,2020-01-04T03:23:31Z,2019-04-24T21:28:55Z,,Syntax Highlighting license ,27397
yuyaryshev,2019-12-24T07:42:03Z,2019-04-23T09:43:21Z,,A flag for disabling specific warnings,27355
anentropic,2020-04-10T01:43:02Z,2019-04-22T20:28:11Z,,doc: outline that process.stdin emits multiple readable events,27350
coreyfarrell,2019-09-09T16:16:12Z,2019-04-22T17:00:16Z,,process.binding('spawn_sync') is required for spawn-wrap (and thus nyc) to work.,27344
BridgeAR,2019-04-22T02:13:45Z,2019-04-21T23:01:55Z,,REPL: add wildcard to autocompletion,27337
Himself65,2020-04-01T21:21:07Z,2019-04-20T17:51:47Z,,lib: improve option shell on child_process,27327
Qard,2019-04-24T21:51:19Z,2019-04-19T00:20:47Z,,Proposal: PR links in documentation history,27302
edopalmieri,2020-02-18T17:03:40Z,2019-04-16T14:36:31Z,,Node fatal error: ToggleAsyncHook Cannot toggle Inspector's AsyncHook,27261
kotsss,2020-02-09T21:42:46Z,2019-04-16T12:37:33Z,,Crash in wrap_js_stream.js during doClose,27258
psmarshall,2019-04-17T09:40:21Z,2019-04-16T12:11:50Z,,Blockers for Clang support on all supported platforms,27257
kalinkrustev,2019-04-17T09:38:13Z,2019-04-16T12:02:10Z,,vm.compileFunction is crashing the node process with unknown error,27256
jorangreef,2019-04-17T13:38:22Z,2019-04-16T10:23:14Z,,security: zlib inflate methods might be vulnerable to zip bombs,27253
refack,2020-04-01T21:21:07Z,2019-04-14T22:10:20Z,, build: move release targets to tools/build/Makefile.release.mk,27232
MasterJames,2020-01-14T12:29:20Z,2019-04-13T10:36:20Z,,Node 11.9+ Exception on openssl digital envelope routines cipher parameter evp_lib.c,27213
suresh-srinivas,2019-04-18T05:17:04Z,2019-04-12T00:29:28Z,,Node Startup Improvement,27196
ddavister,2019-07-10T15:39:33Z,2019-04-11T14:48:50Z,,Node Installer Installs npm 4.4.1 Instead of 6.4.1,27191
refack,2020-04-01T21:21:07Z,2019-04-09T13:11:16Z,,build: V8 gyp files fixes,27148
XadillaX,2020-04-01T21:21:08Z,2019-04-09T09:24:23Z,,process: add libuvHandlesCount(),27145
boneskull,2019-09-19T19:05:11Z,2019-04-08T20:23:29Z,,async iterators/generators in stream.pipeline(),27140
gev,2019-04-09T14:37:45Z,2019-04-08T19:10:10Z,,os.networkInterfaces() returns wrong mac addresses again!,27139
nimit95,2019-09-15T21:06:13Z,2019-04-08T12:47:34Z,,Give write callback incase of piping,27129
BridgeAR,2019-11-23T12:02:01Z,2019-04-07T16:02:30Z,,Increase buffer pool size and streams high water marks,27121
ehmicky,2019-04-20T16:49:40Z,2019-04-07T11:13:25Z,,Use the `/q` flag with `cmd.exe` in `child_process.spawn()`,27120
refack,2020-04-01T21:21:08Z,2019-04-05T21:42:02Z,,build: fixes and optimizations in gyp files,27108
jvictor85,2019-10-24T18:37:34Z,2019-04-05T20:32:09Z,,Segfault on Node 10.x doesn't occur in 6.x,27107
marcosc90,2019-08-29T08:05:00Z,2019-04-05T20:22:31Z,,readable.push always returning false after reaching highWaterMark for the first time,27106
refack,2020-04-01T21:21:09Z,2019-04-04T23:20:38Z,,src: simplify Javascript code embedding,27095
mikeal,2020-01-23T20:50:38Z,2019-04-03T23:43:43Z,,Feature: Immutable Buffer `buffer.readonly()`,27080
cinderblock,2020-01-22T21:19:25Z,2019-04-03T21:48:12Z,,Documented way to add certificates to existing SecureContext,27079
BridgeAR,2020-04-01T21:21:09Z,2019-04-02T03:04:31Z,,buffer: stricter buffer from,27051
bnoordhuis,2020-01-02T13:42:43Z,2019-04-02T02:11:07Z,,"http: HEAD response, no error if next msg starts with 'H'",27049
joyeecheung,2019-03-31T18:57:46Z,2019-03-31T04:34:42Z,,errors in punycode.js: assign codes or leave them alone?,27023
shree-y,2020-04-01T21:21:09Z,2019-03-30T02:28:24Z,,doc: document the return value of process.send() and worker.send(),27003
tniessen,2020-01-08T14:13:34Z,2019-03-29T19:28:51Z,,Supported asymmetric key types,26996
migounette,2020-04-01T21:21:10Z,2019-03-28T18:43:12Z,,http2: window size connection control,26962
bnoordhuis,2020-03-21T09:24:06Z,2019-03-25T12:10:15Z,,dns: provide additional info for ENOTFOUND errors,26903
tiagosiebler,2020-03-30T18:16:41Z,2019-03-24T12:24:00Z,,`node --inspect` and `node --inspect-brk` not being connected to by chrome,26887
mat8913,2019-03-26T03:35:22Z,2019-03-23T15:52:41Z,,/etc/localtime symlink handling,26880
joyeecheung,2019-06-29T08:57:36Z,2019-03-23T15:07:01Z,,"RFC: add a flag similar to --prof, but based on v8 CPU profiler",26878
surma,2019-04-01T14:24:52Z,2019-03-22T13:24:24Z,,worker.onmessage is not called,26856
tniessen,2019-08-13T16:14:43Z,2019-03-22T11:27:02Z,,Exposing KeyObject fields vs. native JWK support,26854
Flarna,2019-04-14T19:31:17Z,2019-03-22T10:51:34Z,,async_hooks: await triggers promiseResolve twice for Node 10 and 11,26853
bnoordhuis,2019-03-21T10:11:03Z,2019-03-21T10:11:03Z,,http2: cannot negotiate ALPN besides http/1.1,26835
Flarna,2019-04-29T13:09:38Z,2019-03-20T13:43:00Z,,Backport of V8 CpuProfiler fixes/improvements,26816
isaacs,2019-12-14T16:01:03Z,2019-03-20T01:48:33Z,,executionAsyncId doesn't return expected value in context of process.on('unhandledRejection'),26794
Eric24,2019-03-19T16:41:16Z,2019-03-19T14:37:34Z,,VM: options.columnOffset has no effect on column number in stack trace output,26780
joyeecheung,2020-01-07T14:22:35Z,2019-03-19T13:11:42Z,,Track Environment fields in heap snapshot?,26776
hashseed,2019-11-13T08:38:41Z,2019-03-18T19:33:21Z,,Pointer compression and Node modules,26756
jorangreef,2019-03-19T11:20:43Z,2019-03-18T17:00:40Z,,"crypto hash, hmac and cipher ops could be 2x-3x faster for ""one-shot"" small buffers",26748
refack,2020-04-01T21:21:10Z,2019-03-18T02:14:12Z,,build: make `partly_static` opt-out,26726
luisfonsivevo,2019-11-03T23:18:00Z,2019-03-17T21:02:01Z,,src: add SecureContext.getCertificateObject method,26724
gengjiawen,2019-03-17T15:21:01Z,2019-03-17T14:16:12Z,,Should we add a glossary like chrome ?,26718
guybedford,2020-04-01T21:21:10Z,2019-03-17T14:12:10Z,,process: deprecate toStringTag assignment,26717
izelnakri,2019-03-15T20:07:08Z,2019-03-15T19:45:15Z,,[worker_threads] make JS new Error() copyable across threads,26692
anthony-tuininga,2019-10-08T12:22:50Z,2019-03-14T19:30:46Z,,Memory leak introduced in v10.15.3,26667
gengjiawen,2020-04-01T21:21:11Z,2019-03-12T15:31:54Z,,benchmark: replace deprecated cipher in cipher-stream.js,26612
refack,2019-06-07T20:01:04Z,2019-03-12T14:05:14Z,,flaky: parallel/test-async-hooks-http-parser-destroy.js,26610
cevek,2019-07-15T18:01:54Z,2019-03-12T12:31:47Z,,Debug worker_threads,26609
fishcharlie,2019-05-10T19:35:37Z,2019-03-11T02:29:04Z,,setTimeout Calling Callback Too Early,26578
refack,2020-04-01T21:21:12Z,2019-03-10T22:28:51Z,,[WIP] lib: tweak buffer.indexOf,26576
jasnell,2019-03-10T18:32:55Z,2019-03-10T18:32:43Z,,"dtrace,etw support levels",26571
BeniCheni,2020-02-09T10:21:10Z,2019-03-10T02:56:14Z,,"benchmark: add ""byGroup"" config option",26559
