user,updated_at,created_at,closed_at,issue_title,issue_number
mike-marcacci,2020-03-11T02:47:18Z,2020-01-01T00:31:07Z,,Proposal for more correct detection and reporting of unhandled promise,31148
isaacs,2020-02-20T13:45:16Z,2019-12-31T01:16:41Z,,13.5 broke tap's error handling,31142
ulitink,2019-12-30T19:36:17Z,2019-12-30T13:18:35Z,,Debugger.setInstrumentationBreakpoint is broken,31138
ulitink,2020-04-01T21:20:28Z,2019-12-30T13:01:58Z,,test: check inspector command Debugger.setInstrumentationBreakpoint,31137
devnexen,2020-04-01T21:20:28Z,2019-12-29T13:10:04Z,,deps: V8: cherrypick 4eee88051bd4 0aee27f5f753 cb51845b7440,31128
devnexen,2020-04-01T21:20:28Z,2019-12-29T08:53:05Z,,deps: V8: cherry-pick a494bcfc880c,31126
gabrielschulhof,2019-12-30T21:30:50Z,2019-12-28T22:05:24Z,,[v12.x] Consistent test-set-http-max-http-headers failure on FreeBSD,31125
whhif,2020-03-08T06:20:38Z,2019-12-28T02:36:30Z,,crash on mipsel64 from v12.x,31118
aravindvnair99,2019-12-31T05:30:51Z,2019-12-27T12:16:22Z,,Can't upgrade npm when using symbolic links,31111
rektide,2019-12-27T09:52:14Z,2019-12-27T07:58:55Z,,accept Directory File Descriptors as a base for fs open & readdir,31110
r1b,2020-01-01T12:51:38Z,2019-12-26T21:36:39Z,,net: explicitly paused socket does not emit `end` or `close`,31106
gabrielschulhof,2020-02-17T22:57:35Z,2019-12-25T03:31:58Z,,Do not pass `napi_env` to async worker's execute callback,31088
CrucialDrew,2020-01-04T17:08:19Z,2019-12-24T20:13:35Z,,http2 - allow option for setting the local window size of a session,31084
addaleax,2019-12-24T22:50:49Z,2019-12-24T14:32:05Z,,Long stack traces in core,31080
joyeecheung,2019-12-23T20:33:30Z,2019-12-23T20:30:39Z,,Remove circular dependency in code cache and snapshot building,31074
legendecas,2020-04-01T21:20:29Z,2019-12-23T16:33:21Z,,inspector: add --inspect-allow-host option,31071
homobel,2019-12-29T01:30:46Z,2019-12-23T13:47:40Z,,child_process normalizeSpawnArguments doesn't handle spaced arguments,31068
trivikr,2020-01-04T04:14:57Z,2019-12-20T22:33:48Z,,"http2/write.js benchmark throws ""ERR_HTTP2_ERROR""",31048
ronag,2020-04-01T21:20:30Z,2019-12-20T22:13:34Z,,stream: refactor Writable buffering,31046
trivikr,2019-12-20T22:31:11Z,2019-12-20T22:05:12Z,,"Rscript throws error ""missing value where TRUE/FALSE needed"" when analyzing benchmarks",31045
devsnek,2019-12-24T11:47:40Z,2019-12-20T17:53:40Z,,odd Python caching behaviour in make,31040
BridgeAR,2020-04-01T21:20:30Z,2019-12-20T16:27:40Z,,fs: simplify copy operations and more cleanups,31038
RomainLanz,2019-12-21T14:15:40Z,2019-12-20T15:21:27Z,,"Node.js abort the response if the body length do not match ""Content-Length"" during 304",31037
wmertens,2019-12-21T02:26:12Z,2019-12-20T13:59:56Z,,"""node: src/unix/core.c:930: uv__io_stop: Assertion `loop->watchers[w->fd] == w' failed.""",31034
MylesBorins,2020-04-02T21:28:51Z,2019-12-19T18:56:58Z,,Extend default logger with configuration,31031
trivikr,2019-12-18T19:54:03Z,2019-12-18T16:14:41Z,,Running `benchmark/http/headers.js` fails with `HPE_HEADER_OVERFLOW`,31022
codeman869,2020-04-01T21:20:32Z,2019-12-17T00:48:13Z,,process: add CLI opt to hide experimental warnings,31000
sluukkonen,2019-12-16T21:45:21Z,2019-12-16T19:45:47Z,,Performance regression with libxmljs,30995
coreyfarrell,2020-01-07T20:13:02Z,2019-12-16T18:29:12Z,,Worker threads: ability for tooling to pass data to workers and inject NODE_OPTIONS,30992
underflow00,2020-02-16T22:36:13Z,2019-12-16T03:14:26Z,,`in` operator not working correctly when using Proxy as VM context,30985
ronag,2019-12-15T14:18:08Z,2019-12-15T14:17:57Z,,http2: `HTTP2Session.destroy` signature differs from `stream.destroy`,30978
Christilut,2020-01-25T06:24:35Z,2019-12-09T15:36:58Z,,Select another version dropdown bug,30969
tniessen,2020-02-28T01:08:47Z,2019-12-14T04:40:09Z,,Secure memory: Yay or nay,30956
Trott,2020-04-01T21:20:32Z,2019-12-13T23:44:25Z,,tools: remove lint-js.js,30955
broofa,2019-12-15T16:24:15Z,2019-12-13T22:31:41Z,,Add [FRWX]_NONE constants for checking *lack* of access with fs.access(),30952
bluelovers,2019-12-22T14:01:20Z,2019-12-13T21:58:54Z,,regexp lookBehind super slow,30951
lbh8srv68,2020-01-05T20:43:15Z,2019-12-13T21:40:32Z,,Unable to build nodejs,30949
ZFail,2020-03-02T09:52:11Z,2019-12-13T18:56:46Z,,fs callback functions return Errors without stack,30944
lbh8srv68,2020-03-05T09:34:30Z,2019-12-13T11:52:12Z,,JavaScript performance regression,30933
roblourens,2019-12-20T02:44:23Z,2019-12-12T23:48:56Z,,Very slow debug stepping in large file after Node 13.2,30926
trusktr,2020-04-01T21:20:32Z,2019-12-12T21:22:13Z,,Add details regarding resolve hook parameters,30920
targos,2019-12-13T21:33:39Z,2019-12-12T17:02:25Z,,v8::ArrayBuffer::Externalize and v8::ArrayBuffer::IsExternal are deprecated,30915
arcanis,2020-03-22T02:58:19Z,2019-12-12T10:42:58Z,,Debugger isn't stopped at the `debugger;` statement when debugging using `--inspect`,30911
ronag,2019-12-13T05:07:22Z,2019-12-11T19:54:09Z,,stream: normalized destroy(),30906
roblourens,2019-12-20T03:18:30Z,2019-12-11T18:09:19Z,,Debugger doesn't pause again after stepping through blackboxed function,30903
andrewnester,2019-12-23T20:59:50Z,2019-12-11T17:54:46Z,,Sending large amount of data to ServerResponse causes RSS and External memory leak,30902
lomaster1,2020-04-01T13:52:24Z,2019-12-11T07:58:11Z,,TLS assertion error in DoWrite,30896
niftylettuce,2019-12-27T14:28:30Z,2019-12-11T05:47:11Z,,"How to get the ""Date"" set on a response header for HTTP2?",30894
weswigham,2020-04-01T21:20:33Z,2019-12-10T22:05:32Z,,[WIP] Support requiring .mjs files,30891
ww9rivers,2020-01-07T05:07:36Z,2019-12-10T16:09:08Z,,Exception thrown in readline.createInterface with input stream,30885
joyeecheung,2019-12-20T03:14:12Z,2019-12-10T15:29:53Z,,move things away from process.binding('util'),30884
pd4d10,2020-04-01T21:20:33Z,2019-12-10T13:26:25Z,,build: use powershell for windows build,30881
Sebmaster,2020-04-10T20:07:07Z,2019-12-10T08:06:51Z,,Segfault in v12.13.1 during GC,30875
gn00616031,2019-12-10T18:33:03Z,2019-12-10T02:47:56Z,,NODE 12 will cause client throw SSL_R_TLSV1_ALERT_DECODE_ERROR,30874
AndrewFinlay,2019-12-11T07:17:26Z,2019-12-09T23:30:52Z,,Exception message for assert(0) depends on whitespace,30872
joaocgreis,2019-12-08T01:00:53Z,2019-12-08T00:59:26Z,,Investigate flaky test parallel/test-http2-compat-client-upload-reject,30847
joaocgreis,2019-12-08T01:02:27Z,2019-12-08T00:46:14Z,,Investigate flaky test parallel/test-http2-multistream-destroy-on-read-tls,30845
coreyfarrell,2020-03-12T19:05:04Z,2019-12-07T18:15:05Z,,repl / eval: CommonJS globals leak into ESM modules,30842
ronag,2020-01-06T10:32:29Z,2019-12-07T17:08:44Z,,net: `write(cb)` not called if `destroy()`:ed before `'connect'`,30841
ronag,2020-03-10T19:24:41Z,2019-12-07T12:40:45Z,,net: pending socket re-use,30832
fmcarvalho,2020-04-02T20:42:31Z,2019-12-07T11:23:35Z,,readline.createInterface() is missing error handling for input stream,30831
ZFail,2020-01-17T09:11:53Z,2019-12-06T15:55:08Z,,Wrong async stack trace,30822
mbroadst,2019-12-06T14:41:03Z,2019-12-06T13:40:18Z,,introduced fine-grained ability to control TCP socket establishment,30821
luokuning,2019-12-11T02:53:55Z,2019-12-06T09:26:18Z,,May cause MaxListenersExceededWarning when server add clientError listener,30820
juanarbol,2020-04-07T00:39:38Z,2019-12-06T03:53:26Z,,src: deprecate errname method at runtime,30816
coreyfarrell,2020-03-09T16:54:26Z,2019-12-05T18:00:10Z,,Ability to suppress warnings by type (or just experimental warnings),30810
pd4d10,2019-12-07T16:38:17Z,2019-12-05T05:35:06Z,,make all experimental warning messages consistent,30803
matthieusieben,2020-01-28T19:35:10Z,2019-12-04T20:26:08Z,,Readable stream destroyed while reading,30794
legendecas,2019-12-04T07:14:19Z,2019-12-04T07:14:19Z,,perf_hooks: trace http statistics with `trace_events`,30790
rvagg,2020-04-08T01:32:12Z,2019-12-04T05:03:35Z,,addons/openssl-binding/test very flaky on ARM,30786
caub,2019-12-13T05:22:03Z,2019-11-29T18:33:49Z,,Skip expressions inspection in REPL,30717
marechal-p,2019-12-03T01:41:32Z,2019-11-28T13:49:13Z,,child_process: ERR_INVALID_ARG_TYPE on .kill(),30702
supperchong,2019-12-13T05:15:23Z,2019-11-28T11:50:16Z,,readline: readline.close()  result in  process.stdout is  unexpected ,30701
targos,2019-11-29T11:40:18Z,2019-11-28T07:16:05Z,,Migration of core modules to primordials,30697
davidhouweling,2020-04-01T21:20:34Z,2019-11-28T01:51:01Z,,build: fix static dll compilation on Windows,30695
puzpuzpuz,2019-12-08T10:39:13Z,2019-11-27T15:10:23Z,,buffer: implement pooling mechanism for Buffer.allocUnsafe,30683
targos,2019-12-03T20:55:06Z,2019-11-27T14:54:25Z,,Worker eval as ES Module,30682
sam-github,2020-04-01T21:20:34Z,2019-11-26T21:13:11Z,,crypto: expose certificate decoding function,30675
guybedford,2019-11-28T22:49:26Z,2019-11-26T20:56:45Z,,Sharing package.json and stat cache between CJS and ESM loaders,30674
jgehrcke,2019-12-03T01:43:26Z,2019-11-26T17:49:25Z,,child_process kill() swallows synchronously known problems (does not error out),30668
BridgeAR,2020-04-01T21:20:34Z,2019-11-26T14:47:29Z,,buffer: use dynamic buffer pool,30661
gireeshpunathil,2020-02-26T07:53:12Z,2019-11-26T12:24:10Z,,investigate flaky sequential/test-perf-hooks in CI,30658
apparebit,2019-11-28T00:14:37Z,2019-11-25T23:41:35Z,,"readdir(p, { withFileTypes: true }) seemingly returns wrong type",30646
tniessen,2019-11-25T19:52:59Z,2019-11-25T18:55:59Z,,child_process normalization logic can be bypassed,30640
gabrielschulhof,2019-12-03T01:41:17Z,2019-11-25T18:29:31Z,,v10.x CI failures,30639
ronag,2020-03-10T19:25:20Z,2019-11-24T13:00:04Z,,stream: `autoDestroy: true`,30625
gireeshpunathil,2020-01-05T00:38:32Z,2019-11-24T06:42:27Z,,investigate flaky test-inspector-wait-for-connection in Ci,30619
ronag,2019-11-23T22:32:36Z,2019-11-22T22:13:14Z,,stream: Transform questions,30605
guybedford,2020-03-12T17:50:31Z,2019-11-22T20:16:23Z,,Better not found errors for ESM,30603
bmeck,2020-04-01T21:20:35Z,2019-11-22T16:22:01Z,,esm: decouple json modules from cjs cache,30592
greggman,2019-12-27T00:02:05Z,2019-11-21T11:55:53Z,,fs.copyFile does not actually do a full copy,30575
ccorcos,2019-11-20T19:16:37Z,2019-11-20T06:23:22Z,,Garbage collector goes unstable with a repetitive task,30554
BridgeAR,2019-11-20T14:02:35Z,2019-11-19T20:18:42Z,,parallel/test-tls-connect-address-family.js times out,30550
BridgeAR,2019-11-19T18:45:49Z,2019-11-19T16:04:33Z,,Test failures in case of used ports,30546
mabels,2020-03-19T00:21:05Z,2019-10-09T10:12:28Z,,Workaround to prevent ICU trouble,30544
lbh8srv68,2019-11-21T23:35:10Z,2019-11-18T20:41:31Z,,libuv is unable to clear the console on win 10,30535
gireeshpunathil,2019-11-18T13:06:05Z,2019-11-18T12:52:45Z,,investigate flaky test-cluster-dgram-ipv6only (CI),30527
gireeshpunathil,2019-11-18T12:54:59Z,2019-11-18T12:32:23Z,,potential memory corruption in test-npm-install (CI),30526
gireeshpunathil,2020-03-12T01:06:00Z,2019-11-18T12:18:33Z,,Assertion failed in src/async_wrap.cc:144 (test-inspector-connect-main-thread),30525
gireeshpunathil,2019-11-18T12:13:57Z,2019-11-18T12:11:42Z,,investigate flaky cctest in CI,30524
gireeshpunathil,2019-11-20T06:20:52Z,2019-11-18T12:10:26Z,,investigate flaky test-http-set-trailers in CI,30523
gireeshpunathil,2019-11-27T21:34:09Z,2019-11-18T08:01:27Z,,investigate flaky test-inspector-contexts in CI,30519
SimonSchick,2020-04-01T21:20:35Z,2019-11-17T06:00:56Z,,util: add filter predicate for inspect,30511
rykdesjardins,2019-11-20T00:12:47Z,2019-11-17T02:07:03Z,,"Passing fd between threads causes VM to crash, or EBADF ",30507
meelash,2020-04-01T21:20:36Z,2019-11-16T23:14:41Z,,Consistency of method naming,30506
szmarczak,2019-11-15T18:34:22Z,2019-11-15T18:34:22Z,,Expose `request._header` as a public member,30496
Mitschiro,2020-03-21T01:29:35Z,2019-11-15T12:51:48Z,,console.log failure while working with worker threads.,30491
brainsiq,2019-12-23T11:06:17Z,2019-11-15T12:10:50Z,,doc: http.ServerResponse close event,30489
jbemmel,2019-11-26T17:02:24Z,2019-11-14T17:41:29Z,,Module loader does not allow parameters in data: URIs,30488
GaryGSC,2020-03-12T19:11:45Z,2019-11-14T07:16:45Z,,[v10.x backport] dgram: add support for UDP connected sockets,30480
dothebart,2019-12-05T06:40:40Z,2019-11-13T10:35:15Z,,UTF8 chars in ICU full and Windows,30461
QuentinFAIDIDE,2020-01-20T06:52:25Z,2019-11-13T02:40:16Z,,Silent JSON.parse() crash when reading multiple large files very fast.,30456
devsnek,2020-04-01T21:20:36Z,2019-11-12T06:30:54Z,,src: add support for top level await,30370
apaprocki,2020-04-01T21:20:36Z,2019-11-12T01:10:42Z,,doc: document ICU time zone data update process,30364
SukkaW,2020-02-17T16:11:23Z,2019-11-08T16:27:37Z,,Performance of WHATWG URL API,30334
patricknick,2019-11-18T10:35:08Z,2019-11-08T15:35:26Z,,Segfault in nodejs 10.15.3 / 10.17.0 under RHEL,30331
gabrielschulhof,2019-11-27T22:10:09Z,2019-11-07T18:40:49Z,,Introduce status `napi_cannot_call_into_js`,30327
rc-matthew-l-weber,2019-11-19T14:02:51Z,2019-11-06T19:22:51Z,,PPC32 port guidance,30323
xefimx,2020-04-01T21:20:37Z,2019-11-06T18:46:27Z,,test: source_map_cache serialization shutdown coverage,30322
ulfgebhardt,2020-03-17T09:39:21Z,2019-11-06T12:01:02Z,,Temporary Memory Leak with Async Iterators in For Await X of Y,30298
saitonakamura,2020-04-07T16:12:57Z,2019-11-06T11:23:06Z,,doc: add Powershell oneliner to get Windows version,30289
alexahdp,2019-11-06T17:49:39Z,2019-11-06T10:26:31Z,,Tests failed in ubuntu inside the docker,30278
TrevTheDev,2019-11-25T07:16:06Z,2019-11-04T03:15:16Z,,stdout data event fails to get fired,30244
devsnek,2019-11-15T18:44:22Z,2019-11-03T17:46:13Z,,Custom github autolinks,30238
btsimonh,2019-11-02T18:46:54Z,2019-11-02T18:34:42Z,,Inconsistent results for path.toNamespacedPath() for win32 UNC paths,30224
schalkneethling,2019-12-11T17:51:15Z,2019-11-02T17:24:05Z,,Inconsistency between new URL behavior in Nodejs and browser,30223
addaleax,2020-04-01T21:20:38Z,2019-10-31T22:42:42Z,,build: use --whole-archive for pthread with --fully-static,30199
mpark86,2019-11-22T17:51:49Z,2019-10-31T00:10:16Z,,Improve test/js-native-api/test_bigint/test.js,30185
bgnx,2019-10-31T22:39:33Z,2019-10-30T14:51:25Z,,Cannot compile node,30180
btsimonh,2020-01-27T19:15:09Z,2019-10-30T09:33:03Z,,12.13.0 build from scratch fails on RPi3 Raspian,30174
ktalebian,2020-01-20T05:03:03Z,2019-10-29T23:34:36Z,,`make -j4` failing on CentOS building node12 from sourcefile,30170
jkrems,2019-10-29T21:31:56Z,2019-07-23T15:53:47Z,,Handle windows-style bare specifiers in exports,30169
targos,2019-12-03T06:53:19Z,2019-10-28T11:14:50Z,,V8 CI is not Python 3 compatible,30152
nschonni,2019-11-02T02:35:56Z,2019-10-25T03:17:48Z,,Official strategy for caching of native packages,30139
joyeecheung,2019-10-25T15:36:38Z,2019-10-25T15:28:21Z,,suggested updates to the onboarding doc,30116
SetTrend,2019-10-31T02:21:19Z,2019-10-25T13:59:50Z,,DevTools installation on Windows 10x64 begins with a PowerShell exception,30112
dilyanpalauzov,2019-10-25T18:43:27Z,2019-10-25T13:51:38Z,,symlink out/Release/lib.target → out/Release/lib needs to be created manually before “make install”,30111
orgads,2019-10-24T11:09:07Z,2019-10-24T07:09:19Z,,Support unpipe for pipeline,30104
leonovalex,2020-01-20T05:00:30Z,2019-10-23T13:06:32Z,,Out of memory when only little memory consumed,30086
justrajeshkp,2019-11-29T18:26:55Z,2019-10-23T06:30:40Z,,Switching to REPL in inspect is cumbersome,30078
watson,2020-04-01T21:20:38Z,2019-10-22T13:51:44Z,,process: set process.env prototype to null,30063
abbshr,2019-12-16T03:47:24Z,2019-10-22T13:09:39Z,,worker thread expose its tid,30061
joyeecheung,2020-04-01T21:20:39Z,2019-10-22T10:42:32Z,,boostrap: polyfill globalThis internally and stop using global,30058
rvagg,2020-04-01T21:20:39Z,2019-10-22T09:48:33Z,,"build,test: add .ci.yml for containered tests (WIP proposal)",30057
tniessen,2020-04-01T21:20:39Z,2019-10-20T17:13:32Z,,crypto: add keyObject.params for asymmetric keys,30045
Pravv,2019-12-26T08:52:36Z,2019-10-19T20:31:50Z,,--use-strict flag doesn't apply strict mode to script,30039
daviehh,2020-03-25T18:30:09Z,2019-10-18T22:23:56Z,,possible libuv issue with macos 10.15: empty udp message not registering,30030
exx8,2019-10-18T12:01:58Z,2019-10-18T08:46:38Z,,fs.chmod behaviour should change to be more expected across platforms,30019
Phrogz,2019-10-19T07:44:00Z,2019-10-17T15:36:51Z,,IPC deferred with larger payloads (macOS only),30009
watson,2020-04-01T21:20:40Z,2019-10-17T14:55:14Z,,child_process: harden the API,30008
pfarkya,2019-10-31T17:30:17Z,2019-10-17T06:48:16Z,,url.format and url.parser not giving reversible result,30002
edreal,2020-03-02T16:27:00Z,2019-10-17T05:55:17Z,,Node.js v12.12 immediately resolving promises long delay,30001
awwright,2019-11-03T11:46:25Z,2019-10-15T21:43:24Z,,makeDuplexPair should be the default stream paradigm,29986
rvagg,2019-10-23T02:18:04Z,2019-10-15T03:55:10Z,,test-process-uid-gid.js (& euid-egid) failing in Node.js 10.x on Alpine 3.9 with Ubuntu 18.04 hosts,29977
gabrielschulhof,2019-12-01T07:55:37Z,2019-10-13T14:40:05Z,,n-api: need ability to detach an ArrayBuffer with a key,29954
jonjaques,2019-10-14T19:27:09Z,2019-10-12T22:14:35Z,,FSWatcher.close() incurs a big performance cost in >=10.16,29949
fu-hsi,2019-10-12T19:30:41Z,2019-10-12T08:12:50Z,,Socket factory method for net.Server,29944
UnleashedMind,2019-10-13T15:28:58Z,2019-10-11T22:01:56Z,,"# Fatal error in , line 0 #Check failed: stack_overflow() ",29939
sogaani,2019-10-16T08:56:40Z,2019-10-11T09:59:00Z,,Http2Stream emit connection related 'error' after receiving all data of stream.,29929
joyeecheung,2020-01-06T14:42:03Z,2019-10-11T05:47:27Z,,Refactor Worker and NodeMainInstance class to reuse code,29925
lomaster1,2020-02-06T07:36:53Z,2019-10-09T10:08:26Z,,Http2 Segmentation fault,29902
Zirak,2020-04-01T21:20:40Z,2019-10-08T20:37:38Z,,net: support passing a host with port to Server.prototype.listen,29891
bcoe,2020-02-25T15:43:56Z,2019-10-06T23:13:12Z,,Future work for source-map functionality,29865
mildsunrise,2020-03-27T01:09:06Z,2019-10-06T12:01:54Z,,HTTP/2 Host header disallowed,29858
ronag,2019-10-08T16:30:54Z,2019-10-06T09:41:31Z,,stream: How to destroy and stop Readable?,29856
bcoe,2019-11-03T21:42:09Z,2019-10-05T18:03:56Z,,We could use your help improving Node.js' Windows testing,29852
legendecas,2019-10-18T05:48:14Z,2019-10-05T03:32:35Z,,n-api error status discussion,29849
patoi,2019-10-04T08:38:42Z,2019-10-04T08:37:53Z,,Node.js v10.16.3 and npm 6.11.3 with npm ci produces a MODULE_NOT_FOUND error,29841
richardlau,2020-04-01T21:20:41Z,2019-10-04T03:56:08Z,,test: add junit output option to test runner,29840
sogaani,2020-01-28T05:24:12Z,2019-10-03T04:26:28Z,,The differences between http2 compatibility API and http[s],29829
gabrielschulhof,2019-10-04T14:56:07Z,2019-10-02T22:51:41Z,,Benchmark Popularity Survey,29821
jasnell,2020-01-09T16:40:33Z,2019-10-02T20:46:48Z,,[Tracking Issue] OpenSSL 3,29817
cclauss,2019-11-03T21:42:09Z,2019-10-02T11:09:41Z,,configure.py: upgrade from optparse to argparse,29813
mysticatea,2020-03-12T17:50:23Z,2019-10-02T07:59:46Z,,import(cjs) with query strings has odd behavior,29812
sam-github,2020-04-08T15:46:12Z,2019-10-01T17:51:18Z,,flaky test-http2-reset-flood on freebsd,29802
Z3TA,2019-10-02T22:14:14Z,2019-10-01T06:32:43Z,,"requires - require modules securely (restricted access to fs,net, etc)",29788
bastien-roucaries,2020-04-01T21:20:42Z,2019-09-30T20:54:09Z,,Allow to configure node path,29782
devsnek,2020-04-01T21:20:43Z,2019-09-30T15:42:39Z,,readline: add postprocess callback,29779
bastien-roucaries,2019-09-30T20:54:33Z,2019-09-30T14:01:15Z,,Patch shipped from debian/ubuntu,29775
Trott,2019-10-09T22:24:56Z,2019-09-30T02:45:06Z,,meta: permit Travis for doc-only changes instead of lite-pipeline CI job?,29770
jacott,2019-10-01T03:21:09Z,2019-09-29T23:35:09Z,,FATAL archived threads in combination with wasm not supported,29767
joyeecheung,2019-11-03T14:05:56Z,2019-09-29T23:29:42Z,,Performance regression in v12 caused by primordials,29766
wetndusty,2019-09-29T17:55:09Z,2019-09-16T11:15:22Z,,Samples not language aware,29739
ORESoftware,2020-03-29T03:19:09Z,2019-09-27T00:45:30Z,,display node.js version (process.version) at the end of stacktraces,29731
DanielRuf,2019-12-17T00:12:33Z,2019-09-26T07:29:54Z,,Better description of statuscode handling and improve example,29714
olalonde,2019-10-02T12:58:43Z,2019-09-25T17:22:18Z,,Cryptographically secure random integer in range,29707
davidje13,2019-09-28T16:01:01Z,2019-09-25T13:17:28Z,,http.ClientRequest with Upgrade header sometimes hangs on first request,29701
mafintosh,2019-10-11T21:24:16Z,2019-09-25T12:51:15Z,,stream.finished behaviour change,29699
XhmikosR,2019-09-24T15:29:17Z,2019-09-24T15:29:17Z,,doc: make tables responsive,29692
sashberd,2019-10-29T13:01:17Z,2019-09-24T11:51:39Z,,After update to Node 10-alpine - ERR_STREAM_CANNOT_PIPE,29690
Qualtagh,2020-01-24T18:39:15Z,2019-09-23T18:09:24Z,,Impossible to catch error during tls.connect(duplex),29678
lholmquist,2020-04-01T21:20:43Z,2019-09-23T14:17:43Z,,process: deprecate process._tickCallback,29671
ronag,2020-04-01T21:20:44Z,2019-09-22T21:04:31Z,,stream: construct,29656
risacher,2019-09-24T08:30:27Z,2019-09-20T15:36:07Z,,Verification of client cert checks issuer chain past trusted CA,29630
DerekNonGeneric,2019-10-04T18:43:52Z,2019-09-19T01:28:18Z,,doc: ES module dummy loader resolve hook bug on Windows,29610
BridgeAR,2020-04-01T21:20:46Z,2019-09-17T17:24:49Z,,"console,util: revert #23162",29592
Artoria2e5,2020-04-01T21:20:47Z,2019-09-16T11:20:35Z,,child_process: escape args[] for shell,29576
marktyers,2019-12-06T11:24:18Z,2019-09-14T07:36:57Z,,Node Debugger Caught in Loop When Debugging Async Functions,29556
mcpiroman,2020-04-01T21:20:47Z,2019-09-14T06:16:33Z,,add missing sigemptyset() to init sigset_t,29554
MaledongGit,2020-02-20T00:11:51Z,2019-09-13T23:53:55Z,,Global-based Variable will generate strange characters,29551
jfet97,2020-04-01T21:20:47Z,2019-09-13T13:31:15Z,,stream: change how the AsyncIteratorPrototype is set up on ReadableStreams,29544
bnb,2019-10-10T20:10:15Z,2019-09-12T22:24:28Z,,util: change in console.log() output ,29539
awtcode,2019-11-25T10:07:39Z,2019-09-12T06:37:16Z,,Process out of memory error when creating a Wasm module,29533
Artoria2e5,2019-09-16T02:29:19Z,2019-09-12T03:45:39Z,,child_process should individually escape args[] on shell: true,29532
canterberry,2019-09-12T00:22:12Z,2019-09-12T00:09:24Z,,Release signing keys may be poisoned,29531
StephenLynx,2020-01-12T10:56:08Z,2019-09-11T19:42:17Z,,HTTP2 compatibility layer issues with invalid streams,29529
bmeck,2020-04-01T21:20:48Z,2019-09-11T15:39:08Z,,policy: add startup benchmark and make SRI lazier,29527
everett1992,2020-04-01T21:20:48Z,2019-09-10T18:36:55Z,,lib: add Timer/Immediate to promisifyed setTimer/setImmediate,29521
bmeck,2020-04-01T21:20:48Z,2019-09-10T15:26:21Z,,"policy: feature preloadAlways , preloadAllowed",29519
chancancode,2020-03-03T11:43:23Z,2019-09-07T05:06:48Z,,Better Signal Handling,29480
MaledongGit,2020-04-01T21:20:48Z,2019-09-06T08:19:42Z,,cluster: remove the useless parameter for master,29470
bnoordhuis,2020-03-09T17:26:47Z,2019-09-05T19:17:07Z,,"fs,macos: fs.watch() behavior change in node >= 10.16.0",29460
sleonovich,2019-10-05T08:20:54Z,2019-09-05T08:31:25Z,,Unified utc nanoseconds timestamp: os.get_utc_time(),29448
ronag,2019-09-17T09:31:16Z,2019-09-04T15:33:32Z,,stream: pipeline stream functions,29436
pgherveou,2019-09-10T17:37:07Z,2019-09-03T20:01:50Z,,for await & Readable,29428
tufosa,2019-09-06T15:33:02Z,2019-09-03T13:21:34Z,,Emission of secure events changed across versions of node,29421
cclauss,2019-11-06T11:36:53Z,2019-09-03T07:41:21Z,,Tests do not test ./configure --ninja,29415
tarruda,2020-04-01T21:20:49Z,2019-09-02T18:58:05Z,,child_process: add 'overlapped' stdio flag,29412
nschonni,2020-04-01T21:20:49Z,2019-09-02T17:49:59Z,,doc: convert HTML tables to markdown,29411
ronag,2019-09-06T11:24:09Z,2019-09-01T17:47:27Z,,Readable stream API,29396
orgads,2019-10-20T01:44:16Z,2019-09-01T14:12:54Z,,Keepalive prevents garbage collection on unread responses,29394
legendecas,2019-09-04T18:52:43Z,2019-09-01T07:57:09Z,,Inspect error instance with no stacktrace wrapped with brackets,29391
Hakerh400,2019-09-01T13:26:19Z,2019-08-31T18:46:58Z,,Uncaught error stack trace is misformatted on some platforms,29387
Slayer95,2019-11-27T16:10:54Z,2019-08-31T06:53:17Z,,Looping async functions with Promise.race() allocates excessive memory,29385
trivikr,2019-09-10T08:44:23Z,2019-08-29T16:46:15Z,,doc: how to document multiple inheritance,29368
mscdex,2020-04-04T20:45:39Z,2019-08-27T15:00:02Z,2020-04-13T15:08:46Z,Flaky test: parallel/test-tls-ticket-cluster,29341
verdaster,2020-01-04T03:00:20Z,2019-08-26T16:42:08Z,,Different behavior of async_hooks between Node 10 and 12 version,29323
ronag,2019-09-05T20:37:13Z,2019-08-25T16:27:15Z,,stream: standardize async initialization,29314
ronag,2019-08-25T17:47:19Z,2019-08-25T12:30:18Z,,stream: buffering and highWaterMark,29310
steveswork,2020-03-28T05:42:03Z,2019-08-23T20:40:02Z,,Running global npm scripts in node 12.9.0: This command not found error.,29287
Jiri-Mihal,2019-09-02T11:17:03Z,2019-08-22T15:57:55Z,,NodeJS blocks response from CONNECT,29271
jzombie,2019-11-29T12:12:15Z,2019-08-22T10:52:29Z,,fs.read documentation errors,29266
underflow00,2019-08-26T18:40:00Z,2019-08-21T15:59:35Z,,`socket.setTimeout` destroys connection automatically,29248
haiyangwu,2019-08-29T10:20:00Z,2019-08-21T03:30:26Z,,Creation of full duplex pipe via spawn causes deadlock on Windows,29238
trivikr,2019-10-01T17:51:51Z,2019-08-20T20:43:42Z,,Use GitHub Actions for writing a stale action,29232
ronag,2019-08-22T18:50:51Z,2019-08-20T19:38:23Z,,http2 compat missing writableFinished,29230
